,kod,plk,stacja,opiskod1,pelna,szerokosc,dlugosc,wojewodztwo,Coordinates
4312,JUSTYNÓW (S),46524.0,JUSTYNÓW,JUSTYNÓW (STACJA),JUSTYNÓW (STACJA) 98-290 woj.ŁÓDZKIE,51.8133333,18.6241667,ŁÓDZKIE,"51.8133333,18.6241667,JUSTYNÓW (STACJA)"
4315,JUSZKOWO (S),7344.0,JUSZKOWO,JUSZKOWO (STACJA),PRUSZCZ GDAŃSKI TOWAROWA woj.POMORSKIE Stacja:JUSZKOWO,54.2489205,18.6119108,POMORSKIE,"54.2489205,18.6119108,JUSZKOWO (STACJA)"
4316,JUTROSIN (S),44388.0,JUTROSIN,JUTROSIN (STACJA),JUTROSIN (STACJA) 63-930 woj.WIELKOPOLSKIE,51.67274893,17.15181958,WIELKOPOLSKIE,"51.67274893,17.15181958,JUTROSIN (STACJA)"
4317,KACZKOWO PO (S),42861.0,KACZKOWO PO,KACZKOWO PO (STACJA),KACZKOWO PO (STACJA) 64-130 woj.WIELKOPOLSKIE,51.74254374,16.68115945,WIELKOPOLSKIE,"51.74254374,16.68115945,KACZKOWO PO (STACJA)"
4318,KACZOROWO (S),36798.0,KACZOROWO,KACZOROWO (STACJA),KACZOROWO (STACJA) 09-140 woj.MAZOWIECKIE,52.7268907,20.1733607,MAZOWIECKIE,"52.7268907,20.1733607,KACZOROWO (STACJA)"
4319,KACZORÓW (S),55723.0,KACZORÓW,KACZORÓW (STACJA),"Kolejowa 7, 59-421 Kaczorów, Polska",50.9137507,15.9527367,DOLNOŚLĄSKIE,"50.9137507,15.9527367,KACZORÓW (STACJA)"
4321,KACZORY (S),14464.0,KACZORY,KACZORY (STACJA),KACZORY (STACJA) 64-810 woj.WIELKOPOLSKIE,53.10515655,16.88245082,WIELKOPOLSKIE,"53.10515655,16.88245082,KACZORY (STACJA)"
4323,KADŁUB (S),61788.0,KADŁUB,KADŁUB (STACJA),KADŁUB (STACJA) 47-175 woj.OPOLSKIE,50.60288493,18.28149758,OPOLSKIE,"50.60288493,18.28149758,KADŁUB (STACJA)"
4329,KALEMBINA (S),82834.0,KALEMBINA,KALEMBINA (STACJA),KALEMBINA (STACJA) 38-124 woj.PODKARPACKIE,49.8705607,21.6841058,PODKARPACKIE,"49.8705607,21.6841058,KALEMBINA (STACJA)"
4330,KALETNIK (S),12856.0,KALETNIK,KALETNIK (STACJA),KALETNIK (STACJA) 16-411 woj.PODLASKIE,54.17443,23.08606,PODLASKIE,"54.17443,23.08606,KALETNIK (STACJA)"
4332,KALETY (S),72108.0,KALETY,KALETY (STACJA),"Dworzec PKP Kalety, Karola Miarki, Kalety, Polska",50.5658029,18.8888458,ŚLĄSKIE,"50.5658029,18.8888458,KALETY (STACJA)"
4334,KALINA (S),71837.0,KALINA PODG,KALINA (STACJA),KALINA STRAŻACKA woj.ŚLĄSKIE Stacja:KALINA PODG,50.7297083,18.881089,ŚLĄSKIE,"50.7297083,18.881089,KALINA (STACJA)"
4342,KALISKA (S),8995.0,KALISKA,KALISKA (STACJA),KALISKA DR. CEYNOWY F. woj.POMORSKIE Stacja:KALISKA,53.90336289,18.21627476,POMORSKIE,"53.90336289,18.21627476,KALISKA (STACJA)"
4344,KALISKA KUJAW (S),21758.0,KALISKA KUJAWSKIE,KALISKA KUJAWSKIE (STACJA),KALISKA KUJAWSKIE (STACJA) 87-840 woj.KUJAWSKO-POMORSKIE,52.4119894,19.1239223,KUJAWSKO-POMORSKIE,"52.4119894,19.1239223,KALISKA KUJAWSKIE (STACJA)"
4349,KALISZ (S),45245.0,KALISZ,KALISZ (STACJA),KALISZ (STACJA) 62-800 woj.WIELKOPOLSKIE,51.74287975,18.07164642,WIELKOPOLSKIE,"51.74287975,18.07164642,KALISZ (STACJA)"
4351,KALISZ KASZUBSKI (S),17624.0,KALISZ KASZUBSKI,KALISZ KASZUBSKI (STACJA),KALISZ KASZUBSKI (STACJA) 83-425 woj.POMORSKIE,54.04476907,17.78612439,POMORSKIE,"54.04476907,17.78612439,KALISZ KASZUBSKI (STACJA)"
4353,KALISZ POM MIAST (S),15016.0,KALISZ POMORSK MIASTO,KALISZ POMORSK MIASTO (STACJA),KALISZ POMORSKI LIPINKI woj.ZACHODNIOPOMORSKIE Stacja:KALISZ POMORSK MIASTO,53.28937146,15.90254329,ZACHODNIOPOMORSKIE,"53.28937146,15.90254329,KALISZ POMORSK MIASTO (STACJA)"
4354,KALISZ POMORSKI (S),15008.0,KALISZ POMORSKI,KALISZ POMORSKI (STACJA),KALISZ POMORSKI KOLEJOWA woj.ZACHODNIOPOMORSKIE Stacja:KALISZ POMORSKI,53.27735379,15.88150482,ZACHODNIOPOMORSKIE,"53.27735379,15.88150482,KALISZ POMORSKI (STACJA)"
4355,KALISZ SZCZYPIOR (S),45278.0,KALISZ SZCZYPIORNO,KALISZ SZCZYPIORNO (STACJA),KALISZ SZCZYPIORNICKA woj.WIELKOPOLSKIE Stacja:KALISZ SZCZYPIORNO,51.7263534,18.02798212,WIELKOPOLSKIE,"51.7263534,18.02798212,KALISZ SZCZYPIORNO (STACJA)"
4356,KALISZKI (S),12344.0,KALISZKI,KALISZKI (STACJA),KALISZKI (STACJA) 12-230 woj.WARMIŃSKO-MAZURSKIE,53.6157537,22.03275919,WARMIŃSKO-MAZURSKIE,"53.6157537,22.03275919,KALISZKI (STACJA)"
4362,KAŁY (S),61440.0,KAŁY,KAŁY (STACJA),"Opolska 126, 46-026 Kały, Polska",50.82721,18.0799914,OPOLSKIE,"50.82721,18.0799914,KAŁY (STACJA)"
4367,KAMIENICA (S),18143.0,KAMIENICA KRÓLEWSKA,KAMIENICA (STACJA),KAMIENICA KRÓLEWSKA DWORCOWA woj.POMORSKIE Stacja:KAMIENICA KRÓLEWSKA,54.3953309,17.8900173,POMORSKIE,"54.3953309,17.8900173,KAMIENICA (STACJA)"
4368,KAMIENICA ELBLĄS (S),8276.0,KAMIENICA ELBLĄSKA,KAMIENICA ELBLĄSKA (STACJA),KAMIENICA ELBLĄSKA (STACJA) 82-340 woj.WARMIŃSKO-MAZURSKIE,54.26261,19.40546,WARMIŃSKO-MAZURSKIE,"54.26261,19.40546,KAMIENICA ELBLĄSKA (STACJA)"
4371,KAMIENIEC ZĄBKOW (S),56408.0,KAMIENIEC ZĄBKOWICKI,KAMIENIEC ZĄBKOWICKI (STACJA),"Dworcowa 1, 57-230 Goleniów Śląski, Polska",50.5362617,16.8974642,DOLNOŚLĄSKIE,"50.5362617,16.8974642,KAMIENIEC ZĄBKOWICKI (STACJA)"
4375,KAMIENNA GÓRA (S),55277.0,KAMIENNA GÓRA,KAMIENNA GÓRA (STACJA),"Towarowa 49, 58-400 Kamienna Góra, Polska",50.78628,16.02314,DOLNOŚLĄSKIE,"50.78628,16.02314,KAMIENNA GÓRA (STACJA)"
4376,KAMIENNA KARCZMA (S),8987.0,KAMIENNA KARCZMA,KAMIENNA KARCZMA (STACJA),KAMIENNA KARCZMA (STACJA) 83-261 woj.POMORSKIE,53.87698243,18.16202675,POMORSKIE,"53.87698243,18.16202675,KAMIENNA KARCZMA (STACJA)"
4377,KAMIENNA NOWA (S),24919.0,KAMIENNA NOWA,KAMIENNA NOWA (STACJA),KAMIENNA NOWA (STACJA) 16-200 woj.PODLASKIE,53.69084942,23.26074958,PODLASKIE,"53.69084942,23.26074958,KAMIENNA NOWA (STACJA)"
4380,KAMIEŃ ŁOWICKI (S),46912.0,KAMIEŃ ŁOWICKI,KAMIEŃ ŁOWICKI (STACJA),KAMIEŃ ŁOWICKI (STACJA) 95-015 woj.ŁÓDZKIE,51.9887142,19.7531795,ŁÓDZKIE,"51.9887142,19.7531795,KAMIEŃ ŁOWICKI (STACJA)"
4381,KAMIEŃ MAŁY (S),14050.0,KAMIEŃ MAŁY,KAMIEŃ MAŁY (STACJA),KAMIEŃ MAŁY (STACJA) 66-460 woj.LUBUSKIE,52.6420125,14.78137075,LUBUSKIE,"52.6420125,14.78137075,KAMIEŃ MAŁY (STACJA)"
4383,KAMIEŃ POMORSKI (S),1651.0,KAMIEŃ POMORSKI,KAMIEŃ POMORSKI (STACJA),KAMIEŃ POMORSKI MIESZKA I woj.ZACHODNIOPOMORSKIE Stacja:KAMIEŃ POMORSKI,53.96590255,14.77194674,ZACHODNIOPOMORSKIE,"53.96590255,14.77194674,KAMIEŃ POMORSKI (STACJA)"
4384,KAMIEŃ ŚLĄSKI (S),62075.0,KAMIEŃ ŚLĄSKI,KAMIEŃ ŚLĄSKI (STACJA),OTMICE TOROWA woj.OPOLSKIE Stacja:KAMIEŃ ŚLĄSKI,50.55128909,18.12381942,OPOLSKIE,"50.55128909,18.12381942,KAMIEŃ ŚLĄSKI (STACJA)"
4385,KAMIEŃCZYCE (S),79459.0,KAMIEŃCZYCE,KAMIEŃCZYCE (STACJA),"Komorów, gmina Miechów, Polska",50.3436313,20.0073526,MAŁOPOLSKIE,"50.3436313,20.0073526,KAMIEŃCZYCE (STACJA)"
4386,KAMIEŃSK (S),47845.0,KAMIEŃSK,KAMIEŃSK (STACJA),"Market, Tadeusza Kościuszki, 97-360 Kamieńsk, Polska",51.2044139,19.4975494,ŁÓDZKIE,"51.2044139,19.4975494,KAMIEŃSK (STACJA)"
4389,KAMIONKA WIELKA (S),82131.0,KAMIONKA WIELKA,KAMIONKA WIELKA (STACJA),"Dworzec PKP Kamionka Wielka, 327, 33-334 Kamionka Wielka, Polska",49.5778398,20.7812248,MAŁOPOLSKIE,"49.5778398,20.7812248,KAMIONKA WIELKA (STACJA)"
4393,KANIE (S),50856.0,KANIE,KANIE (STACJA),KANIE (STACJA) 22-170 woj.LUBELSKIE,51.1422386,23.1116112,LUBELSKIE,"51.1422386,23.1116112,KANIE (STACJA)"
4394,KANIE HELENOWSK (S),35196.0,KANIE HELENOWSKIE,KANIE HELENOWSKIE (STACJA),KANIE PIŁSUDSKIEGO J. woj.MAZOWIECKIE Stacja:KANIE HELENOWSKIE,52.1316542,20.7743104,MAZOWIECKIE,"52.1316542,20.7743104,KANIE HELENOWSKIE (STACJA)"
4395,KOMAŃCZA LETNISK (S),84111.0,KOMAŃCZA LET.,KOMAŃCZA LETNISKO (STACJA),KOMAŃCZA LETNISKO (STACJA) 38-543 woj.PODKARPACKIE,49.3463322,22.0806288,PODKARPACKIE,"49.3463322,22.0806288,KOMAŃCZA LETNISKO (STACJA)"
4401,KOMORNIKI (S),22426.0,KOMORNIKI,KOMORNIKI (STACJA),KOMORNIKI (STACJA) 16-320 woj.PODLASKIE,53.7526292,22.8867464,PODLASKIE,"53.7526292,22.8867464,KOMORNIKI (STACJA)"
4402,KOMOROWO ŻUŁAWS (S),7955.0,KOMOROWO ŻUŁAWSKI,KOMOROWO ŻUŁAWSKI (STACJA),KOMOROWO ŻUŁAWSKI (STACJA) 82-310 woj.WARMIŃSKO-MAZURSKIE,54.101574,19.515007,WARMIŃSKO-MAZURSKIE,"54.101574,19.515007,KOMOROWO ŻUŁAWSKI (STACJA)"
4406,KOMPRACHCICE (S),60723.0,KOMPRACHCICE,KOMPRACHCICE (STACJA),"Ochodzka 1, 46-070 Komprachcice, Polska",50.6316,17.8232,OPOLSKIE,"50.6316,17.8232,KOMPRACHCICE (STACJA)"
4407,KONARSKIE (S),45120.0,KONARSKIE,KONARSKIE (STACJA),KONARSKIE (STACJA) 63-130 woj.WIELKOPOLSKIE,52.04652913,17.18628236,WIELKOPOLSKIE,"52.04652913,17.18628236,KONARSKIE (STACJA)"
4409,KONARY (S),31393.0,KONARY GRABOWO,KONARY (STACJA),KONARY (STACJA) 62-130 woj.WIELKOPOLSKIE,52.95736402,17.23772049,WIELKOPOLSKIE,"52.95736402,17.23772049,KONARY (STACJA)"
4413,KONIECPOL (S),63073.0,KONIECPOL,KONIECPOL (STACJA),"DWORZEC PKP KONIECPOL, KOLEJOWA, 42-230 KONIECPOL, POLSKA",50.77651349,19.69882965,województwo śląskie,"50.77651349,19.69882965,KONIECPOL (STACJA)"
4417,KONIN (S),33100.0,KONIN,KONIN (STACJA),KONIN (STACJA) 62-500 woj.WIELKOPOLSKIE,52.23166873,18.25110534,WIELKOPOLSKIE,"52.23166873,18.25110534,KONIN (STACJA)"
4425,KONIN ZACHÓD (S),33357.0,KONIN ZACHÓD,KONIN ZACHÓD (STACJA),KONIN ZACHÓD (STACJA) 62-500 woj.WIELKOPOLSKIE,52.23676711,18.22218371,WIELKOPOLSKIE,"52.23676711,18.22218371,KONIN ZACHÓD (STACJA)"
4426,KONIN ŻAGAŃSKI (S),41640.0,KONIN ŻAGAŃSKI,KONIN ŻAGAŃSKI (STACJA),KONIN ŻAGAŃSKI (STACJA) 68-120 woj.LUBUSKIE,51.54507516,15.19176961,LUBUSKIE,"51.54507516,15.19176961,KONIN ŻAGAŃSKI (STACJA)"
4429,KONIUCHY (S),66035.0,KONIUCHY,KONIUCHY (STACJA),KONIUCHY (STACJA) 22-457 woj.LUBELSKIE,50.7207219,23.608103,LUBELSKIE,"50.7207219,23.608103,KONIUCHY (STACJA)"
4430,KONOJADY (S),21055.0,KONOJADY,KONOJADY (STACJA),KONOJADY (STACJA) 87-330 woj.KUJAWSKO-POMORSKIE,53.35051,19.22848,KUJAWSKO-POMORSKIE,"53.35051,19.22848,KONOJADY (STACJA)"
4433,KONOPKI (S),36970.0,KONOPKI,KONOPKI (STACJA),KONOPKI (STACJA) 12-230 woj.WARMIŃSKO-MAZURSKIE,53.6231559,22.0864698,WARMIŃSKO-MAZURSKIE,"53.6231559,22.0864698,KONOPKI (STACJA)"
4434,KONOPNE (S),66167.0,KONOPNE,KONOPNE (STACJA),KONOPNE (STACJA) 22-550 woj.LUBELSKIE,50.7319168,23.7332785,LUBELSKIE,"50.7319168,23.7332785,KONOPNE (STACJA)"
4436,KONOTOP (S),42093.0,KONOTOP,KONOTOP (STACJA),KONOTOP KOLEJOWA woj.LUBUSKIE Stacja:KONOTOP,51.93731794,15.90756162,LUBUSKIE,"51.93731794,15.90756162,KONOTOP (STACJA)"
4439,KONOTOPIE (S),20016.0,KONOTOPIE,KONOTOPIE (STACJA),KONOTOPIE (STACJA) 87-620 woj.KUJAWSKO-POMORSKIE,52.8899214,19.1160369,KUJAWSKO-POMORSKIE,"52.8899214,19.1160369,KONOTOPIE (STACJA)"
4446,KOŃSKIE (S),49502.0,KOŃSKIE,KOŃSKIE (STACJA),"Marszałka Józefa Piłsudskiego 8b, Końskie, Polska",51.19144,20.41039,ŚWIĘTOKRZYSKIE,"51.19144,20.41039,KOŃSKIE (STACJA)"
4447,KOPALINA (S),58354.0,KOPALINA,KOPALINA (STACJA),KOPALINA (STACJA) 55-206 woj.DOLNOŚLĄSKIE,51.02101536,17.40455964,DOLNOŚLĄSKIE,"51.02101536,17.40455964,KOPALINA (STACJA)"
4455,KORNELIN (S),34629.0,KORNELIN,KORNELIN (STACJA),KORNELIN (STACJA) 96-513 woj.MAZOWIECKIE,52.17987,20.20705,MAZOWIECKIE,"52.17987,20.20705,KORNELIN (STACJA)"
4457,KORONOWO (S),15990.0,KORONOWO,KORONOWO (STACJA),KORONOWO (STACJA) 86-010 woj.KUJAWSKO-POMORSKIE,53.31000778,17.95045783,KUJAWSKO-POMORSKIE,"53.31000778,17.95045783,KORONOWO (STACJA)"
4465,KORYTÓW (S),49031.0,KORYTÓW,KORYTÓW (STACJA),KORYTÓW GŁÓWNA woj.MAZOWIECKIE Stacja:KORYTÓW,52.02102,20.48028,MAZOWIECKIE,"52.02102,20.48028,KORYTÓW (STACJA)"
4468,KORZEŃSKO (S),44453.0,KORZEŃSKO,KORZEŃSKO (STACJA),KORZEŃSKO WROCŁAWSKA woj.DOLNOŚLĄSKIE Stacja:KORZEŃSKO,51.54392058,16.87250917,DOLNOŚLĄSKIE,"51.54392058,16.87250917,KORZEŃSKO (STACJA)"
4471,KORZYSTNO (S),4184.0,KORZYSTNO,KORZYSTNO (STACJA),KORZYSTNO SZEROKA woj.ZACHODNIOPOMORSKIE Stacja:KORZYSTNO,54.1434562,15.5157778,ZACHODNIOPOMORSKIE,"54.1434562,15.5157778,KORZYSTNO (STACJA)"
4472,KOSEWO (S),9928.0,KOSEWO,KOSEWO (STACJA),KOSEWO KOSEWO woj.WARMIŃSKO-MAZURSKIE Stacja:KOSEWO,53.82858,21.38942,WARMIŃSKO-MAZURSKIE,"53.82858,21.38942,KOSEWO (STACJA)"
4479,KOSOWO WIELKOPOL (S),42739.0,KOSOWO WIELKOPOLSKIE,KOSOWO WIELKOPOLSKIE (STACJA),KOSOWO WIELKOPOLSKIE (STACJA) 63-800 woj.WIELKOPOLSKIE,51.87915687,16.90930715,WIELKOPOLSKIE,"51.87915687,16.90930715,KOSOWO WIELKOPOLSKIE (STACJA)"
4484,KOSTÓW (S),61358.0,KOSTÓW,KOSTÓW (STACJA),KOSTÓW (STACJA) 46-220 woj.OPOLSKIE,51.1650809,18.14698092,OPOLSKIE,"51.1650809,18.14698092,KOSTÓW (STACJA)"
4487,KOSTRZYN (S),13003.0,KOSTRZYN,KOSTRZYN (STACJA),KOSTRZYN NAD ODRĄ DWORCOWA woj.LUBUSKIE Stacja:KOSTRZYN,52.59062,14.64748,LUBUSKIE,"52.59062,14.64748,KOSTRZYN (STACJA)"
4488,KOSTRZYN ELEWATO (S),216126.0,KOSTRZYN ELEWATOR,KOSTRZYN ELEWATOR (STACJA),KOSTRZYN ELEWATOR (STACJA) 66-470 woj.LUBUSKIE,52.59823575,14.67135489,LUBUSKIE,"52.59823575,14.67135489,KOSTRZYN ELEWATOR (STACJA)"
4489,KOSTRZYN KOA (S),220639.0,KOSTRZYN KOA,KOSTRZYN KOA (STACJA),KOSTRZYN KOA (STACJA) 66-470 woj.LUBUSKIE,52.59823575,14.67135489,LUBUSKIE,"52.59823575,14.67135489,KOSTRZYN KOA (STACJA)"
4491,KOSTRZYN TOWAROW (S),178533.0,KOSTRZYN TOWAROWY,KOSTRZYN TOWAROWY (STACJA),KOSTRZYN NAD ODRĄ OGRODOWA woj.LUBUSKIE Stacja:KOSTRZYN TOWAROWY,52.6002569,14.65222634,LUBUSKIE,"52.6002569,14.65222634,KOSTRZYN TOWAROWY (STACJA)"
4492,KOSTRZYN WIELKOP (S),30064.0,KOSTRZYN WLKP.,KOSTRZYN WIELKOPOLSKI (STACJA),KOSTRZYN WARSZAWSKA woj.WIELKOPOLSKIE Stacja:KOSTRZYN WLKP.,52.3934797,17.22485948,WIELKOPOLSKIE,"52.3934797,17.22485948,KOSTRZYN WIELKOPOLSKI (STACJA)"
4498,GOLENIÓW (S),1404.0,GOLENIÓW,GOLENIÓW (STACJA),GOLENIÓW (STACJA) 72-100 woj.ZACHODNIOPOMORSKIE,53.55955655,14.83928715,ZACHODNIOPOMORSKIE,"53.55955655,14.83928715,GOLENIÓW (STACJA)"
4500,GOLESZÓW (S),76901.0,GOLESZÓW,GOLESZÓW (STACJA),"Dworzec PKP Goleszów, Dworcowa 1, 43-440 Goleszów, Polska",49.7466259,18.7493069,ŚLĄSKIE,"49.7466259,18.7493069,GOLESZÓW (STACJA)"
4501,GOLESZÓW GÓRNY (S),76927.0,GOLESZÓW GÓRNY,GOLESZÓW GÓRNY (STACJA),"Kolejowa 2, 43-440 Goleszów, Polska",49.7367513,18.7325549,ŚLĄSKIE,"49.7367513,18.7325549,GOLESZÓW GÓRNY (STACJA)"
4503,GOLINA (S),46235.0,GOLINA,GOLINA (STACJA),GOLINA (STACJA) 63-200 woj.WIELKOPOLSKIE,51.90696864,17.46024683,WIELKOPOLSKIE,"51.90696864,17.46024683,GOLINA (STACJA)"
4504,GOLISZÓW (S),52928.0,GOLISZÓW,GOLISZÓW (STACJA),GOLISZÓW (STACJA) 59-225 woj.DOLNOŚLĄSKIE,51.29462567,15.97112835,DOLNOŚLĄSKIE,"51.29462567,15.97112835,GOLISZÓW (STACJA)"
4512,GOŁAŃCZ (S),31369.0,GOŁAŃCZ,GOŁAŃCZ (STACJA),GOŁAŃCZ SKŁADOWA woj.WIELKOPOLSKIE Stacja:GOŁAŃCZ,52.94742427,17.30508799,WIELKOPOLSKIE,"52.94742427,17.30508799,GOŁAŃCZ (STACJA)"
4513,GOŁASZEWO KUJ (S),21733.0,GOŁASZEWO KUJAWSKIE,GOŁASZEWO KUJAWSKIE (STACJA),GOŁASZEWO KUJAWSKIE (STACJA) 87-830 woj.KUJAWSKO-POMORSKIE,52.5450582,19.0929772,KUJAWSKO-POMORSKIE,"52.5450582,19.0929772,GOŁASZEWO KUJAWSKIE (STACJA)"
4514,GOŁĄB (S),50054.0,GOŁĄB,GOŁĄB (STACJA),GOŁĄB ŻUŁAWY woj.LUBELSKIE Stacja:GOŁĄB,51.4874721,21.876229,LUBELSKIE,"51.4874721,21.876229,GOŁĄB (STACJA)"
4519,GOŁOTCZYZNA (S),36889.0,GOŁOTCZYZNA,GOŁOTCZYZNA (STACJA),GOŁOTCZYZNA (STACJA) 06-430 woj.MAZOWIECKIE,52.7887279,20.6917977,MAZOWIECKIE,"52.7887279,20.6917977,GOŁOTCZYZNA (STACJA)"
4521,GOŁUBIE (S),17749.0,GOŁUBIE KASZUBSKIE,GOŁUBIE (STACJA),GOŁUBIE SPACEROWA woj.POMORSKIE Stacja:GOŁUBIE KASZUBSKIE,54.21344406,18.03862504,POMORSKIE,"54.21344406,18.03862504,GOŁUBIE (STACJA)"
4522,GOŁUBIE KASZUB (S),17749.0,GOŁUBIE KASZUBSKIE,GOŁUBIE KASZUBSKIE (STACJA),GOŁUBIE SPACEROWA woj.POMORSKIE Stacja:GOŁUBIE KASZUBSKIE,54.21344406,18.03862504,POMORSKIE,"54.21344406,18.03862504,GOŁUBIE KASZUBSKIE (STACJA)"
4524,GOŁUCHÓW (S),64113.0,GOŁUCHÓW LHS,GOŁUCHÓW (STACJA),"39, 28-404 Gołuchów, Polska",50.6298814,20.6169473,ŚWIĘTOKRZYSKIE,"50.6298814,20.6169473,GOŁUCHÓW (STACJA)"
4525,GOMUNICE (S),47852.0,GOMUNICE,GOMUNICE (STACJA),"KLON, WOJSKA POLSKIEGO, 97-545 GOMUNICE, POLSKA",51.16750415,19.487257,województwo łódzkie,"51.16750415,19.487257,GOMUNICE (STACJA)"
4526,GONIĄDZ (S),24141.0,GONIĄDZ,GONIĄDZ (STACJA),GONIĄDZ RÓŻANA woj.PODLASKIE Stacja:GONIĄDZ,53.489222,22.7323721,PODLASKIE,"53.489222,22.7323721,GONIĄDZ (STACJA)"
4536,GORLICE (S),81760.0,GORLICE,GORLICE (STACJA),"Dworzec PKP Gorlice, Bardiowska, Gorlice, Polska",49.6644253,21.1626773,MAŁOPOLSKIE,"49.6644253,21.1626773,GORLICE (STACJA)"
4540,GORLICE ZAGÓRZ (S),81703.0,GORLICE ZAGÓRZANY,GORLICE ZAGÓRZANY (STACJA),"Dworzec PKP Gorlice Zagórzany, Kolejowa, Gorlice, Polska",49.6937787,21.1952259,MAŁOPOLSKIE,"49.6937787,21.1952259,GORLICE ZAGÓRZANY (STACJA)"
4546,GORZANÓW (S),57380.0,GORZANÓW,GORZANÓW (STACJA),"Dworzec PKP Gorzanów, Młyńska, 57-521 Gorzanów, Polska",50.3543015,16.6405312,DOLNOŚLĄSKIE,"50.3543015,16.6405312,GORZANÓW (STACJA)"
4547,GORZELIN (S),53264.0,GORZELIN,GORZELIN (STACJA),"Piątnica, Legnica, Polska",51.2195179,16.1721614,DOLNOŚLĄSKIE,"51.2195179,16.1721614,GORZELIN (STACJA)"
4548,GORZĘDÓW (S),47837.0,GORZĘDÓW,GORZĘDÓW (STACJA),"Adama Mickiewicza, 97-360 Gorzędów, Polska",51.2020102,19.5448085,ŁÓDZKIE,"51.2020102,19.5448085,GORZĘDÓW (STACJA)"
4549,GORZKOWICE (S),47829.0,GORZKOWICE,GORZKOWICE (STACJA),"Ogrodowa, 97-350 Gorzkowice, Polska",51.2166031,19.5943232,ŁÓDZKIE,"51.2166031,19.5943232,GORZKOWICE (STACJA)"
4551,GORZÓW (S),13904.0,GORZÓW WIELKOPOLSKI,GORZÓW (STACJA),GORZÓW WIELKOPOLSKI DWORCOWA woj.LUBUSKIE Stacja:GORZÓW WIELKOPOLSKI,52.72765456,15.22978931,LUBUSKIE,"52.72765456,15.22978931,GORZÓW (STACJA)"
4552,GORZÓW CHRZAN (S),77123.0,GORZÓW CHRZAN.,GORZÓW CHRZANOWSKI (STACJA),"Nowowiejska 25, Gorzów, Polska",50.0728654,19.2422423,MAŁOPOLSKIE,"50.0728654,19.2422423,GORZÓW CHRZANOWSKI (STACJA)"
4553,GORZÓW WIELK CEN (S),13953.0,GORZÓW WLKP. ZAMOŚCIE,GORZÓW WIELKOPOLSKI CENTROZŁOM (STACJA),GORZÓW WIELKOPOLSKI CENTROZŁOM (STACJA) 66-400 woj.LUBUSKIE,52.7223688,15.23932174,LUBUSKIE,"52.7223688,15.23932174,GORZÓW WIELKOPOLSKI CENTROZŁOM (STACJA)"
4554,GORZÓW WIELK KAR (S),13946.0,GORZÓW WLKP. KARNIN,GORZÓW WIELKOPOLSKI KARNIN (STACJA),GORZÓW WIELKOPOLSKI KARNIN (STACJA) 66-446 woj.LUBUSKIE,52.68962437,15.27980772,LUBUSKIE,"52.68962437,15.27980772,GORZÓW WIELKOPOLSKI KARNIN (STACJA)"
4555,GORZÓW WIELK WIE (S),13961.0,GORZÓW WLKP. WIEPRZYCE,GORZÓW WIELKOPOLSKI WIEPRZYCE (STACJA),GORZÓW WIELKOPOLSKI WARZYWNA woj.LUBUSKIE Stacja:GORZÓW WLKP. WIEPRZYCE,52.71716636,15.18011334,LUBUSKIE,"52.71716636,15.18011334,GORZÓW WIELKOPOLSKI WIEPRZYCE (STACJA)"
4556,GORZÓW WIELK ZIE (S),13938.0,GORZÓW WLKP. ZIELENIEC,GORZÓW WIELKOPOLSKI ZIELENIEC (STACJA),GORZÓW WIELKOPOLSKI WSPÓLNA woj.LUBUSKIE Stacja:GORZÓW WLKP. ZIELENIEC,52.69969917,15.26175294,LUBUSKIE,"52.69969917,15.26175294,GORZÓW WIELKOPOLSKI ZIELENIEC (STACJA)"
4558,GORZÓW WIELKOPO (S),13904.0,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI (STACJA),GORZÓW WIELKOPOLSKI DWORCOWA woj.LUBUSKIE Stacja:GORZÓW WIELKOPOLSKI,52.72765456,15.22978931,LUBUSKIE,"52.72765456,15.22978931,GORZÓW WIELKOPOLSKI (STACJA)"
4561,GORZUPIA (S),44057.0,GORZUPIA,GORZUPIA (STACJA),GORZUPIA KROTOSZYŃSKA woj.WIELKOPOLSKIE Stacja:GORZUPIA,51.69197227,17.50395201,WIELKOPOLSKIE,"51.69197227,17.50395201,GORZUPIA (STACJA)"
4562,GORZYCA (S),26823.0,GORZYCA,GORZYCA (STACJA),"Wybudowanie, Kochy, Polska",52.4793528,15.7602197,LUBUSKIE,"52.4793528,15.7602197,GORZYCA (STACJA)"
4566,GORZYŃ (S),26971.0,GORZYŃ WIELKOPOLSKI,GORZYŃ (STACJA),GORZYŃ (STACJA) 64-400 woj.WIELKOPOLSKIE,52.56628,15.89849,WIELKOPOLSKIE,"52.56628,15.89849,GORZYŃ (STACJA)"
4571,GOSŁAWICE (S),33274.0,GOSŁAWICE,GOSŁAWICE (STACJA),KONIN KANAŁOWA woj.WIELKOPOLSKIE Stacja:GOSŁAWICE,52.2894633,18.2668496,WIELKOPOLSKIE,"52.2894633,18.2668496,GOSŁAWICE (STACJA)"
4578,GOSTYNIN (S),32359.0,GOSTYNIN,GOSTYNIN (STACJA),"JULIUSZA SŁOWACKIEGO, 09-500 GOSTYNIN, POLSKA",52.43350696,19.47583079,województwo mazowieckie,"52.43350696,19.47583079,GOSTYNIN (STACJA)"
